uuid,set,video,pedestrian_id,start_frame,end_frame,split
f1d3c4b3-e113-433d-ab4d-63ad25c79e5d,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5594,4972,4986,train
5c50946f-f61c-4ecc-82e9-138ef561e978,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4144,16884,16898,train
46f84bee-9e66-4e88-9692-e22fec82f845,gp_set_0001,gp_set_0001_vid_0002.MP4,gp_231,96,110,train
57495f9e-59f8-4f3c-8b27-2c65835abff5,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5931,10130,10144,test
568c0049-eb55-4010-a4f1-26cfc489bfcd,gp_set_0004,gp_set_0004_vid_0002.MP4,gp_3709,43,57,train
ae0a22d7-25f1-440e-a0d1-360a0ff45eb3,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6947,7446,7460,test
2ea0e09a-14e2-44b4-816d-7651ebd3631a,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6933,1246,1260,train
ed378e6b-baf1-4af7-9aa4-0c16f43990f2,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_675,1117,1131,train
ed5e0df2-8a91-405f-a330-c414031fd9d4,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_2765,5320,5334,test
0d972477-5a52-4e41-bb14-b84e67e423fe,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_3174,12552,12566,train
46a19af3-f409-406b-bf09-9bd7fc6c478b,gp_set_0002,gp_set_0002_vid_0001.MP4,gp_6750,8476,8490,train
ecfa8674-076d-41d5-ae2b-4fa20a536387,gp_set_0009,gp_set_0009_vid_0001.MP4,gp_6879,356,370,test
0ff826cc-f422-4644-86e3-408747751078,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_3676,20077,20091,train
02160f19-61fa-4570-a27d-8738c7089610,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2521,522,536,train
1fefe122-02ea-4171-b8a5-fb767807abd6,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4133,16909,16923,train
a452042e-ac4a-4f09-8a00-0e497e469e43,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3023,10837,10851,test
1a1a2efd-5d46-4f0c-bbf5-8e42d8825883,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_963,20703,20717,train
8fdf050d-bce7-4a1e-b39e-e21c97053f50,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_284,5992,6006,train
ffb40537-5d79-44a2-bbd4-6b7aff4200cb,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6946,7389,7403,test
0e31c305-9d7a-4d59-920a-e9a567679af9,gp_set_0003,gp_set_0003_vid_0001.MP4,gp_3334,15892,15906,test
b3e35682-8a2c-4e75-bd6b-19c1f3773960,gp_set_0002,gp_set_0002_vid_0001.MP4,gp_4359,10757,10771,train
2bb427c1-57cd-4456-b53a-7dad34843e83,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_952,20676,20690,train
05525cb0-d0e8-425e-812d-f7e9b6c93e39,gp_set_0005,gp_set_0005_vid_0001.MP4,gp_1302,1306,1320,test
56881f94-0c4f-4323-ae3e-5ac431e95925,gp_set_0007,gp_set_0007_vid_0004.MP4,gp_6616,10757,10771,train
6c2cbb79-d5ec-457d-a3a1-925384d73777,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5971,6226,6240,test
8293f1b4-2f42-4b1b-bb6d-0d91a79a28da,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3056,11042,11056,test
de53e80a-7db2-4b47-bc0c-2de4332650ee,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_2664,732,746,test
7eefc71e-0f66-4ac1-a33d-1a1c8760aa60,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_940,20544,20558,train
dfd13955-118d-4de7-bba3-2cbe9a716331,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_397,286,300,train
8b81ecb9-80a5-4aa6-a099-343a97bf8b1a,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_944,20597,20611,train
b047e9f5-e56b-4481-8dab-99e708930180,gp_set_0003,gp_set_0003_vid_0002.MP4,gp_2448,12552,12566,test
d42185ad-a1f0-4d1e-9839-a923d9e3f226,gp_set_0005,gp_set_0005_vid_0001.MP4,gp_1647,15038,15052,test
c47878a2-aea9-4e48-b1e8-ebe041abe2eb,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_273,5901,5915,train
33ab6c57-782e-41aa-99fd-723e69426a95,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3026,10929,10943,test
69728a48-44f4-4544-ab25-0f64737fee86,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4209,12286,12300,train
02784397-9f17-4202-9be5-8681c3937544,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_955,20708,20722,train
76048a8d-e04e-49aa-b74b-187250518754,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4198,10886,10900,train
5a4d384b-4771-4183-8a3c-3cbbeb827deb,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2522,522,536,train
320f6809-d3eb-46e6-b2a6-f8c932449b63,gp_set_0003,gp_set_0003_vid_0003.MP4,gp_2896,416,430,test
50d40326-55eb-4b55-8f3e-c5f52ed4d322,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4143,16884,16898,train
9cd7d09b-c3c3-4bd3-8761-fd46538de591,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2842,8185,8199,train
5ba35594-700d-42da-95e3-d3b30b077e5b,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3394,15777,15791,test
5333e0aa-8222-41dd-a838-0719b50cf430,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_367,12552,12566,train
66786b08-5797-4a6f-83bc-1a2bb2678e7c,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6971,7636,7650,test
330e8277-4d75-4070-af26-05467fdee19f,gp_set_0002,gp_set_0002_vid_0002.MP4,gp_5026,8576,8590,train
65bbaa41-8ac9-4dd9-ba80-6e5f8398699c,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6979,14981,14995,test
09c7658a-0e1e-46b1-8d4f-15f860cbc2bc,gp_set_0006,gp_set_0006_vid_0002.MP4,gp_4229,2116,2130,train
3c3286c3-919f-4cd3-aece-409a96fc76e8,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4162,15615,15629,train
a738688d-ef98-4828-ad4a-d6939bd1e572,gp_set_0005,gp_set_0005_vid_0003.MP4,gp_4016,6949,6963,test
40a0154f-1e55-441e-88ea-f25cf76ba1d1,gp_set_0004,gp_set_0004_vid_0001.MP4,gp_3648,108,122,train
f9008f9e-b9a0-4055-9e22-b5cb4fc81a5e,gp_set_0007,gp_set_0007_vid_0004.MP4,gp_6571,8555,8569,train
f5acd577-159d-44bb-b06c-ddebdd65c2a9,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_2727,4467,4481,test
4dd25368-e2f7-4c54-a8d2-c03eaef8bc31,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4178,13531,13545,train
d4e360c3-278a-464b-953b-4d25824f8c57,gp_set_0002,gp_set_0002_vid_0002.MP4,gp_5022,8586,8600,train
60df0465-fc55-4086-997c-04ae74587515,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_906,5372,5386,train
6991bb6a-5849-427c-9a0c-8d3d86c5f4c1,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5789,6226,6240,test
67a901e4-88df-43ca-9d53-224b9f172ff0,gp_set_0002,gp_set_0002_vid_0002.MP4,gp_5023,8541,8555,train
f892a297-c728-4663-9cf6-f93d7b571822,gp_set_0003,gp_set_0003_vid_0003.MP4,gp_2944,1468,1482,test
6fcc18a8-c30a-4cb9-a7b0-fdc528fd83c0,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_4121,8843,8857,train
dc598945-4fd1-4c18-bfde-6600989f23eb,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_961,20685,20699,train
396e4ff3-a746-4a71-8643-138691b7ac35,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_2883,8525,8539,test
31eb423c-58fb-45b6-939e-127111518512,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6942,7167,7181,test
8564a388-d779-4df8-9980-08b2e3328e77,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_958,20631,20645,train
cd0e42e4-3de6-4c95-84bb-a9af213e8654,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2832,8108,8122,train
4e6a30ad-7cea-4e3e-8d74-9eaa5e617de6,gp_set_0006,gp_set_0006_vid_0001.MP4,gp_2037,12186,12200,train
ef9c10e8-b93c-41dc-9ecf-53d83773cabf,gp_set_0003,gp_set_0003_vid_0003.MP4,gp_2918,804,818,test
3b4407de-c2fa-43c9-a757-726731eb94ed,gp_set_0001,gp_set_0001_vid_0007.MP4,gp_1522,18157,18170,train
b82817f7-c300-49f1-8cc5-d9a8c2c46745,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5686,5517,5531,train
b030517d-a729-4a5b-920e-37bb24596178,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6951,2072,2086,train
58f284c0-1ae5-4ffe-9bae-c7b4795a75ee,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6953,2117,2131,train
6b4a1e9a-3067-46c2-b755-213f8d3bf7b3,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5597,5371,5385,train
92cb730a-9101-4cb6-a239-1ec813443209,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5794,6226,6240,test
f28fef5f-2c3f-480e-aa05-e0eb087d4a97,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_325,6596,6610,train
f4ea994e-00fa-40d9-ad38-0a01fa8be4ea,gp_set_0004,gp_set_0004_vid_0002.MP4,gp_3811,14919,14932,train
77b34cc1-618a-4be2-93e0-7e890152d41b,gp_set_0005,gp_set_0005_vid_0003.MP4,gp_4039,9794,9808,test
99a92182-48eb-461a-8d0d-10ce2a9e9270,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6955,2177,2191,train
2749f728-03f2-4d28-8b68-e665029ce7e1,gp_set_0005,gp_set_0005_vid_0005.MP4,gp_5813,6162,6176,test
478d4570-2eec-4e98-ad2a-89c2553a0fea,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5809,6226,6240,test
bed92049-05c5-4fef-a6b1-0b8470ea8dec,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6945,7384,7398,test
c8eea11c-d379-49bd-ba56-d599402567da,gp_set_0005,gp_set_0005_vid_0001.MP4,gp_1469,4620,4634,test
b4d47efc-b801-4074-a62c-c3925cdb9e7e,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_295,6036,6050,train
979e0825-311a-4fb8-b36d-51232bf356b4,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4109,6186,6200,train
1642e154-537c-41a2-b895-aea2e192013a,gp_set_0005,gp_set_0005_vid_0001.MP4,gp_1415,4007,4021,test
b90ecf45-be36-4ef4-b87b-5612b2d24cc8,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_3239,13476,13490,train
78dbc51b-dbb8-4219-9060-a63af4a5e186,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3031,10938,10952,test
8e017f63-5725-4085-9ea2-757e2ffa04a0,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_3048,10779,10793,train
2edfd254-b143-4f76-9d82-a174808d3b38,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3357,15075,15089,test
a30b9150-d49f-4379-8d1c-09da48eed962,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3052,11040,11054,test
610fb182-9865-4b5e-acf9-93bdb3db0484,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3058,11086,11100,test
79976b03-baed-44bf-ba5a-0e282ee341b4,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_670,1711,1725,train
91be7df2-2d91-44d6-9c02-ffd5377b8a56,gp_set_0008,gp_set_0008_vid_0005.MP4,gp_6067,2913,2927,test
796816bd-7a75-41d2-9dbb-38c8366e9a87,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3060,11117,11131,test
13e41c36-f4d5-4b12-9b27-491251d6b006,gp_set_0005,gp_set_0005_vid_0005.MP4,gp_5758,6066,6080,test
f0be5efa-a8aa-4a1b-be83-63a0907b0fae,gp_set_0009,gp_set_0009_vid_0001.MP4,gp_6877,356,370,test
732a7a41-8b8c-436c-8ec7-1e602258c94f,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5606,4013,4027,train
c6e06363-5004-4ab8-a3ae-87c6e4315c0f,gp_set_0001,gp_set_0001_vid_0006.MP4,gp_651,650,664,train
6ce6bba7-b43d-4d6c-9261-284b138e5c2a,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_398,286,300,train
3d6b9cdd-57f8-410a-b8dc-62782c9d31d7,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6950,2067,2081,train
45f4a4bd-3a22-46bf-8ef4-08a32d86c449,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_266,5600,5614,train
ba0735ba-fa4a-4d5f-a8ea-20bc5bb1c8b3,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_815,4542,4556,train
debb0f96-b7e3-485c-9ade-bd4463a275a9,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6969,7551,7565,test
3822e323-745d-400f-9f08-12438035d7b8,gp_set_0007,gp_set_0007_vid_0004.MP4,gp_6613,10280,10294,train
998cf1f0-7d02-42cc-b453-8aa555456251,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_946,20615,20629,train
bf56c935-b8e3-4341-8776-2f63bd411ec5,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2596,5432,5446,train
a9958b76-6c0a-4ba3-8d72-faeeea1adcf2,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5600,5371,5385,train
1ee49e8c-579b-422b-9837-5e8640ffc659,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4110,6186,6200,train
022df173-3824-4992-b4b9-c5053f2fda7f,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3477,17781,17795,test
79b54561-6a9f-43bf-a92c-908359571701,gp_set_0006,gp_set_0006_vid_0001.MP4,gp_2070,13078,13092,train
dd0440b2-984c-42bd-9755-aaaded342870,gp_set_0004,gp_set_0004_vid_0001.MP4,gp_3522,8962,8976,train
5732cf44-3db1-4e86-878f-0eb7887d9ef4,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_957,20771,20785,train
e2385430-955a-485b-afb6-f9712d956ea4,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_333,6858,6872,train
70da8d40-acae-4e4f-a4c1-419a27cc1380,gp_set_0002,gp_set_0002_vid_0002.MP4,gp_5012,8431,8445,train
9ecfb546-393b-4f6e-bd26-7b056f0c1d38,gp_set_0003,gp_set_0003_vid_0002.MP4,gp_2097,8357,8371,test
9c6f665c-ff4c-4a4e-8187-d90153c78838,gp_set_0003,gp_set_0003_vid_0001.MP4,gp_3326,16010,16024,test
bd1728ee-a513-4f9b-8a99-8d62722bb32e,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_280,5742,5851,train
1f48ae6b-b73b-4bc1-864e-9dff2f0a1d4b,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3213,12603,12617,test
f1154166-4130-4980-aa27-312a1accaaa9,gp_set_0001,gp_set_0001_vid_0005.MP4,gp_399,329,343,train
afa0e52d-78ef-41c8-b7fc-ab0b93767ed1,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3467,17593,17607,test
b038ada7-fa79-49b9-84cf-7fee56d54ca9,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2982,9860,9874,train
deb68bf6-ccaf-4b51-ae13-0a4e25d98326,gp_set_0001,gp_set_0001_vid_0007.MP4,gp_1373,16782,16796,train
0b600a58-c8af-466b-b77c-0d3fcbbd5344,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_3115,11179,11193,train
97b4f155-d2aa-4cff-948e-5b5b49559768,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2525,517,531,train
e54ea778-01c1-447d-82d2-3d52603dced4,gp_set_0007,gp_set_0007_vid_0004.MP4,gp_6556,8096,8110,train
173ca4ad-96b6-4c7c-b17b-bc99b5b47880,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_278,5946,5960,train
bd426b4a-eade-4262-a01e-d178112cf7be,gp_set_0006,gp_set_0006_vid_0002.MP4,gp_4291,15866,15880,train
71801c69-38f8-4b2d-9c48-a2b1b278b8c0,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2833,8107,8121,train
d320eb26-818e-4a4e-bde7-31c3a106468f,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2927,9289,9303,train
dd565a36-ff46-4125-85de-8380417db979,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6954,2173,2187,train
7947ba9f-fedb-4907-b9a7-62c7311bde8d,gp_set_0004,gp_set_0004_vid_0002.MP4,gp_3911,5832,5846,train
97e3f897-e036-4b2d-a649-ec208874c21d,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2906,8996,9010,train
7fc23a1e-2825-4ecf-926b-4b607ce504ad,gp_set_0003,gp_set_0003_vid_0002.MP4,gp_2520,13231,13245,test
8747e40c-e3d8-4830-a718-896df56b532c,gp_set_0007,gp_set_0007_vid_0004.MP4,gp_6612,10280,10294,train
1659c34b-7f58-4f23-9002-de4b0ca6e3a8,gp_set_0003,gp_set_0003_vid_0002.MP4,gp_2035,7167,7181,test
a1d5be71-eb60-44da-bb8f-0a7ccdf08826,gp_set_0001,gp_set_0001_vid_0007.MP4,gp_1376,16782,16796,train
127d4e05-cf53-4aa5-a9a3-ebc8d8cc2f54,gp_set_0004,gp_set_0004_vid_0002.MP4,gp_3914,6016,6030,train
6dec3eac-c1b9-4d2e-b5ed-c95d0d822c46,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4203,11286,11300,train
df0fe318-6dd8-489f-9709-d9cd67255c63,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3037,10973,10987,test
0bad902f-4ba2-485f-b3b8-3e00d92bffb3,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4111,6186,6200,train
368c7b6c-f597-423c-abe6-a829ca31bcb9,gp_set_0004,gp_set_0004_vid_0002.MP4,gp_3912,5837,5851,train
a915dbfd-db1f-492d-8169-6b2c2ea05265,gp_set_0006,gp_set_0006_vid_0003.MP4,gp_6948,2081,2095,train
26865318-9e84-4fdc-821e-1f9a5daefa5a,gp_set_0002,gp_set_0002_vid_0002.MP4,gp_5025,8606,8620,train
03a0293e-79eb-4bfb-a8fd-81474094fb3d,gp_set_0003,gp_set_0003_vid_0003.MP4,gp_3024,7167,7181,test
63e34aca-9034-4541-b08b-56339aeb976c,gp_set_0005,gp_set_0005_vid_0001.MP4,gp_1640,14432,14446,test
c2606ae3-3df4-470a-8d79-286f10b8e647,gp_set_0002,gp_set_0002_vid_0004.MP4,gp_4150,14758,14772,train
80801c2d-e46c-4718-8861-10811175f4ab,gp_set_0006,gp_set_0006_vid_0001.MP4,gp_2043,12186,12200,train
4817e521-fc2e-45ce-85b5-e798e31d7124,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5688,5517,5531,train
d7bc305d-4ca4-4a61-b54d-8d9b8185ad61,gp_set_0002,gp_set_0002_vid_0002.MP4,gp_5046,8616,8630,train
4bcbae28-3f9e-4a44-9d11-fd07ea49607d,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3474,17663,17677,test
192e7c8d-b208-48c9-87e8-ad9728a99950,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_3246,13532,13546,train
53e4b4db-1077-4acb-9457-d05e1e276efe,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_674,1117,1131,train
16d04789-53dc-41dd-84af-4ddbde2f66d7,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3043,10998,11012,test
b2cf3a13-8626-4edd-bb26-df5b7ef55bc1,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_1278,12754,12768,train
70610ae1-0952-4fca-9b65-d3131ab6d51d,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2978,9808,9822,train
0a6941be-0d28-480a-bb82-10dbc8be58bb,gp_set_0006,gp_set_0006_vid_0001.MP4,gp_2039,12186,12200,train
77004b8d-0b66-4b2d-978b-7d7271418f6e,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_902,5372,5386,train
cd39df0a-0a70-4399-9b4b-45f28f0b79e2,gp_set_0003,gp_set_0003_vid_0002.MP4,gp_1965,5887,5901,test
7c14b5ad-8e9b-426e-b11b-e99d2593ba9e,gp_set_0003,gp_set_0003_vid_0001.MP4,gp_3338,15977,15991,test
6c87384e-4c85-4a8f-9fd7-b30e69e1cf71,gp_set_0001,gp_set_0001_vid_0007.MP4,gp_1126,12841,12855,train
4d77d4b0-7fb5-4f8e-9370-767b2c9e9d54,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_2775,5292,5306,test
763f5230-5b43-4400-8a28-297b8fe6e3c0,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_296,6020,6034,train
a6ac7eb5-c9af-4fb2-ae80-29ad82d3bbd6,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_274,5901,5915,train
a3996891-9fe5-4f9c-be50-7d1037ed14bd,gp_set_0009,gp_set_0009_vid_0001.MP4,gp_6878,399,413,test
903e1fa2-07f9-4a9e-b538-c8a7601fcd89,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3196,12461,12475,test
5d05f1f7-d23a-4df4-8ac5-387a39954fc6,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_276,5874,5888,train
ece5f688-6cf5-459a-b73a-83ec1f37a3a0,gp_set_0006,gp_set_0006_vid_0001.MP4,gp_2013,10418,10432,train
31fc246c-c299-4db2-a885-2460b4baa92f,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3479,17805,17819,test
52c3ebc0-347c-4d84-b835-1c7915ce6122,gp_set_0005,gp_set_0005_vid_0003.MP4,gp_4040,9816,9830,test
3b48068f-0a97-436d-a6f6-78ccaa087eab,gp_set_0003,gp_set_0003_vid_0005.MP4,gp_6944,7309,7323,test
bcf1e4eb-e5fb-4bb0-b215-6db17ef10f79,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5811,6296,6310,test
07799620-556b-42cb-ae62-d149d5c56427,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5803,6226,6240,test
1a16afb8-20dd-4dbd-a764-75321f99fe17,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_293,6156,6170,train
2c0cabcc-1622-4a67-9807-3a889d875b63,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_905,5372,5386,train
fc4c566c-8d98-4853-9ca7-bd075a1f7d9f,gp_set_0005,gp_set_0005_vid_0003.MP4,gp_4043,9866,9880,test
6694fbe8-3b66-48d8-ad32-cfd8e4d5c09d,gp_set_0003,gp_set_0003_vid_0004.MP4,gp_3471,17713,17727,test
9a379ae8-3c7f-48cc-b4a0-3d632aac1f1e,gp_set_0005,gp_set_0005_vid_0003.MP4,gp_4024,9334,9348,test
bcb1e4cc-39be-410a-8341-76786c6a2c31,gp_set_0001,gp_set_0001_vid_0008.MP4,gp_275,5861,5875,train
f311d19b-8782-41d0-aea2-da57a45b2707,gp_set_0002,gp_set_0002_vid_0001.MP4,gp_4360,10757,10771,train
08968373-ca20-46db-b6ca-30e49c8025c8,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5603,5371,5385,train
2d7fbe3c-b550-43a3-a995-95ac996ecaff,gp_set_0004,gp_set_0004_vid_0005.MP4,gp_5554,3657,3671,train
422766ee-2357-40b6-95ab-658cff1590f4,gp_set_0006,gp_set_0006_vid_0001.MP4,gp_1831,2976,2990,train
27c52b2b-281e-4813-8332-2c404f05e67f,gp_set_0008,gp_set_0008_vid_0005.MP4,gp_6043,2420,2434,test
0c41ee2f-44fc-4c9c-81f4-b41343eb0d6f,gp_set_0001,gp_set_0001_vid_0006.MP4,gp_829,9151,9165,train
e684db73-07dd-4a77-83a8-51664439f6e5,gp_set_0001,gp_set_0001_vid_0001.MP4,gp_49,6585,6599,train
bc4b6d69-9550-4df2-a14e-4420988c26d5,gp_set_0002,gp_set_0002_vid_0001.MP4,gp_4259,388,402,train
1a33ff25-28c0-4200-bdad-18d2de84c549,gp_set_0003,gp_set_0003_vid_0002.MP4,gp_2042,7344,7358,test
ba080647-42a0-4557-aa96-f35007d49092,gp_set_0008,gp_set_0008_vid_0001.MP4,gp_5774,5979,5993,test
53d64536-c87a-4a74-b322-565f1ae20d28,gp_set_0004,gp_set_0004_vid_0003.MP4,gp_2742,7466,7480,train
2bd5072d-7209-4a2d-8f95-4edb4f840cd3,gp_set_0005,gp_set_0005_vid_0001.MP4,gp_1709,19650,19664,test
